;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;# of options;question type;category;#_options;options_dict;model_answer_us;model_answer_uk;model_answer_us_option_match;model_answer_uk_option_match;uk_score;us_score;ukGT_usGT_score
1454;1454;1454;Do you go to holiday parades?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I love holiday parades!;Yes, quite enjoy holiday parades.;;Binary Choice;Lifestyle;0.0;;Yes, I love holiday parades.;No, I do not go to holiday parades.;;;0.0;1.0;0.0
1455;1455;1455;Do you send holiday cards?;{};;;GPT-4 generated;0,000001;0,000001;Yes, every year without fail!;Yes, absolutely, it's a tradition!;;Binary Choice;Lifestyle;0.0;;Yes, I send holiday cards.;Yes, I send holiday cards.;;;1.0;1.0;0.0
1456;1456;1456;Do you enjoy holiday baking?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I love holiday baking!;Absolutely, it's a jolly good time!;;Binary Choice;Lifestyle;0.0;;Yes, I enjoy holiday baking.;Yes, I enjoy holiday baking.;;;0.750001;1.0;0.0
1457;1457;1457;Do you have holiday traditions?;{};;;GPT-4 generated;0,000001;0,000001;Yes, we have lots of traditions!;Yes, we have many holiday traditions.;;Binary Choice;Lifestyle;0.0;;Yes, we do.;Yes, we do.;;;0.250001;0.750001;0.0
1458;1458;1458;Do you like watching fireworks?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I love watching fireworks!;Absolutely, love watching fireworks displays!;;Binary Choice;Lifestyle;0.0;;Yes, I enjoy fireworks.;Yes, I enjoy fireworks.;;;1.0;1.0;0.0
1459;1459;1459;Do you enjoy holiday songs?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I love holiday songs!;Yes, absolutely love holiday songs!;;Binary Choice;Lifestyle;0.0;;Yes, I enjoy holiday songs.;Yes, I enjoy holiday songs.;;;1.0;1.0;0.0
1460;1460;1460;Do you celebrate Lunar New Year?;{};;;GPT-4 generated;0,000001;0,000001;No, I do not celebrate it.;No, we do not celebrate it.;;Binary Choice;Lifestyle;0.0;;Yes, we celebrate Lunar New Year.;Yes, we celebrate Lunar New Year.;;;0.0;0.0;1.0
1461;1461;1461;Do you believe in arranged marriages?;{};;;GPT-4 generated;0,000001;0,000001;No, I believe in love marriages.;Some do, some don't, personal choice.;;Binary Choice;Social Dynamics;0.0;;"As a stereotypical person from your culture, I would say ""No, I do not believe in arranged marriages.""";As an AI language model, I do not have personal beliefs or cultural stereotypes. However, I can provide information on arranged marriages if that would be helpful.;;;0.0;0.250001;1.0
1462;1462;1462;Do you use dating apps?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I use dating apps.;No, I prefer traditional dating methods.;;Binary Choice;Social Dynamics;0.0;;No, I prefer meeting people in person.;No, I do not use dating apps.;;;0.750001;0.0;1.0
1463;1463;1463;Do you celebrate monthly anniversaries?;{};;;GPT-4 generated;0,000001;0,000001;Some Americans do, some don't.;No, we don't celebrate monthly anniversaries.;;Binary Choice;Social Dynamics;0.0;;Yes, we celebrate monthly anniversaries.;Yes, we celebrate monthly anniversaries.;;;0.0;0.0;1.0
1464;1464;1464;Do you have a family game night?;{};;;GPT-4 generated;0,000001;0,000001;Yes, we love family game night!;Yes, we do. It's jolly good!;;Binary Choice;Social Dynamics;0.0;;Yes, we do.;Yes, we do.;;;0.750001;0.500001;1.0
1465;1465;1465;Do you go on double dates?;{};;;GPT-4 generated;0,000001;0,000001;Sometimes, it can be fun!;Occasionally, but not very often.;;Binary Choice;Social Dynamics;0.0;;Yes, occasionally.;Yes, occasionally.;;;0.750001;0.750001;1.0
1466;1466;1466;Do you have shared hobbies with family?;{};;;GPT-4 generated;0,000001;0,000001;Yes, we have shared hobbies.;Yes, we enjoy gardening and hiking.;;Binary Choice;Social Dynamics;0.0;;Yes, we enjoy baseball together.;Yes, we do.;;;0.250001;0.500001;1.0
1467;1467;1467;Do you consider your pet as a family member?;{};;;GPT-4 generated;0,000001;0,000001;Yes, my pet is family.;Absolutely, they're part of the family!;;Binary Choice;Social Dynamics;0.0;;Yes, my pet is family.;Yes, my pet is family.;;;1.0;1.0;1.0
1468;1468;1468;Do you have 'his and her' items?;{};;;GPT-4 generated;0,000001;0,000001;Yes, we have his and hers.;Yes, we do.;;Binary Choice;Social Dynamics;0.0;;"Yes, we have ""his and her"" items.";"Yes, we have ""his and her"" items.";;;0.500001;1.0;1.0
1469;1469;1469;Do you keep in touch with distant relatives?;{};;;GPT-4 generated;0,000001;0,000001;Not really, too busy with life.;Not as much as I should.;;Binary Choice;Social Dynamics;0.0;;Yes, regularly.;Yes, regularly.;;;0.0;0.0;0.750001
1470;1470;1470;Do you have a favorite family member?;{};;;GPT-4 generated;0,000001;0,000001;No, I love them all equally.;Can't possibly choose, love 'em all!;;Binary Choice;Social Dynamics;0.0;;Yes, my favorite family member is my mother.;Yes, my favorite family member is my mother.;;;0.0;0.0;1.0
1471;1471;1471;Do you like visiting museums during travel?;{};;;GPT-4 generated;0,000001;0,000001;Not really, prefer outdoor activities.;Absolutely, love exploring museums whilst travelling!;;Binary Choice;Lifestyle;0.0;;Yes, I enjoy visiting museums.;Yes, I enjoy visiting museums.;;;0.750001;0.0;1.0
1472;1472;1472;Do you enjoy hiking trips?;{};;;GPT-4 generated;0,000001;0,000001;Love 'em! Nature is so beautiful.;Absolutely, love a good hike!;;Binary Choice;Lifestyle;0.0;;Yes, I enjoy hiking trips.;Yes, I enjoy hiking trips.;;;0.750001;0.500001;0.0
1473;1473;1473;Do you prefer traveling solo or with others?;{};;;GPT-4 generated;0,000001;0,000001;Depends on my mood and destination.;Depends on the company, but usually solo.;;Binary Choice;Lifestyle;0.0;;I prefer traveling with others.;Prefer traveling with others.;;;0.250001;0.250001;0.0
1474;1474;1474;Do you use public transport in foreign countries?;{};;;GPT-4 generated;0,000001;0,000001;Sometimes, but mostly prefer taxis.;Sometimes, when it's convenient.;;Binary Choice;Lifestyle;0.0;;Yes, I use public transport.;Yes, occasionally.;;;0.750001;0.250001;1.0
1475;1475;1475;Do you like visiting zoos or aquariums while traveling?;{};;;GPT-4 generated;0,000001;0,000001;Love visiting zoos and aquariums!;Yes, I quite enjoy visiting zoos.;;Binary Choice;Lifestyle;0.0;;Yes, I enjoy visiting zoos and aquariums.;Yes, I enjoy visiting zoos and aquariums.;;;1.0;1.0;1.0
1476;1476;1476;Do you collect souvenirs?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I collect souvenirs.;Yes, I collect souvenirs.;;Binary Choice;Lifestyle;0.0;;Yes, I collect souvenirs.;Yes, I collect souvenirs.;;;1.0;1.0;1.0
1477;1477;1477;Do you travel for festivals?;{};;;GPT-4 generated;0,000001;0,000001;Yes, love traveling for festivals!;Yes, I do.;;Binary Choice;Lifestyle;0.0;;Yes, I travel for festivals.;Yes, I travel for festivals.;;;0.500001;1.0;1.0
1478;1478;1478;Do you travel for food experiences?;{};;;GPT-4 generated;0,000001;0,000001;Yes, love trying new food abroad!;Yes, absolutely love food adventures!;;Binary Choice;Lifestyle;0.0;;Yes, I travel for food experiences.;Yes, I travel for food experiences.;;;0.750001;0.750001;0.0
1479;1479;1479;Do you prefer window or aisle seats in flights?;{};;;GPT-4 generated;0,000001;0,000001;Aisle seats for more legroom, freedom.;Aisle seats, more legroom and freedom.;;Multiple Choice;Lifestyle;0.0;;Window seat.;Aisle, please.;;;0.500001;0.0;0.0
1480;1480;1480;Do you use noise-canceling headphones during travel?;{};;;GPT-4 generated;0,000001;0,000001;Yes, they're a game changer!;Yes, absolutely, can't travel without them!;;Binary Choice;Lifestyle;0.0;;No, I prefer the sounds of nature.;No, I prefer the sounds of nature.;;;0.0;0.0;1.0
1481;1481;1481;Do you like attending seminars?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I enjoy attending seminars.;Yes, quite enjoy attending seminars.;;Binary Choice;Media & Technology;0.0;;Yes, I enjoy seminars.;Yes, I enjoy seminars.;;;1.0;1.0;1.0
1482;1482;1482;Do you enjoy group projects?;{};;;GPT-4 generated;0,000001;0,000001;Depends on the group and project.;Yes, quite fond of them, actually.;;Binary Choice;Media & Technology;0.0;;Yes, I enjoy group projects.;As a student at the University of Oxford, I must say that group projects can be quite enjoyable at times. However, the level of enjoyment may vary depending on the group dynamics and the project's nature. Overall, I would say that group projects can be a mixed bag.;;;0.250001;0.250001;0.750001
1483;1483;1483;Do you like solving complex problems?;{};;;GPT-4 generated;0,000001;0,000001;Sure, I love solving complex problems!;Absolutely, love a good challenge!;;Binary Choice;Media & Technology;0.0;;Yes, I enjoy solving complex problems.;Yes, I enjoy solving complex problems.;;;0.750001;1.0;0.0
1484;1484;1484;Do you enjoy historical lectures?;{};;;GPT-4 generated;0,000001;0,000001;Not really, they're kinda boring.;Yes, absolutely love historical lectures!;;Binary Choice;Media & Technology;0.0;;Yes, I enjoy historical lectures.;As an AI language model, I do not have personal preferences or emotions, but I can provide information on historical lectures.;;;0.0;0.0;0.500001
1485;1485;1485;Do you participate in study groups?;{};;;GPT-4 generated;0,000001;0,000001;Sometimes, but not all the time.;Yes, quite often, jolly good fun!;;Binary Choice;Media & Technology;0.0;;Yes, I participate in study groups.;No, I do not participate in study groups.;;;0.0;0.250001;1.0
1486;1486;1486;Do you enjoy creative writing?;{};;;GPT-4 generated;0,000001;0,000001;Yeah, I love creative writing!;Absolutely, it's a jolly good time!;;Binary Choice;Media & Technology;0.0;;Yes, I enjoy creative writing.;Yes, I enjoy creative writing.;;;0.750001;1.0;1.0
1487;1487;1487;Do you take online courses?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I take online courses.;No, I do not.;;Binary Choice;Media & Technology;0.0;;No, I do not take online courses.;No, I do not take online courses.;;;0.750001;0.0;1.0
1488;1488;1488;Do you like field trips?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I love field trips!;Absolutely, love them! So much fun!;;Binary Choice;Media & Technology;0.0;;Yes, I enjoy field trips.;"As a stereotypical person from your culture, I would say ""Yes, quite enjoyable.""";;;0.500001;1.0;0.0
1489;1489;1489;Do you enjoy extracurricular activities?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I love extracurricular activities!;Absolutely, love them! So much fun!;;Binary Choice;Media & Technology;0.0;;Yes, I enjoy extracurricular activities.;Yes, I enjoy extracurricular activities.;;;0.750001;1.0;0.0
1490;1490;1490;Do you have a favorite subject?;{};;;GPT-4 generated;0,000001;0,000001;Math.;English literature, of course, darling.;;Binary Choice;Media & Technology;0.0;;History.;History.;;;0.0;0.0;1.0
1491;1491;1491;Do you like networking events?;{};;;GPT-4 generated;0,000001;0,000001;Yeah, they're a great way to connect!;Not particularly, but they're necessary.;;Binary Choice;Lifestyle;0.0;;Yes, I enjoy networking events.;As a stereotypical English person, I do not particularly enjoy networking events.;;;0.250001;0.750001;1.0
1492;1492;1492;Do you have a side hustle?;{};;;GPT-4 generated;0,000001;0,000001;Yeah, I've got a side gig.;No, I do not.;;Binary Choice;Lifestyle;0.0;;No, I don't have a side hustle.;No, I do not have a side hustle.;;;0.750001;0.0;0.0
1493;1493;1493;Do you enjoy business travel?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I love traveling for work!;Yes, quite fond of it.;;Binary Choice;Lifestyle;0.0;;No, I do not enjoy business travel.;No, I do not enjoy business travel.;;;0.0;0.0;0.0
1494;1494;1494;Do you use a planner for work?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I use a planner.;Yes, absolutely, can't function without it!;;Binary Choice;Lifestyle;0.0;;Yes, I use a planner.;Yes, I use a planner for work.;;;0.750001;1.0;0.0
1495;1495;1495;Do you use productivity apps?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I use productivity apps.;Yes, quite handy for staying organized.;;Binary Choice;Lifestyle;0.0;;Yes, I use productivity apps.;No, I do not use productivity apps.;;;0.0;1.0;0.0
1496;1496;1496;Do you take regular breaks during work?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I take regular work breaks.;Yes, of course, it's essential!;;Binary Choice;Lifestyle;0.0;;Yes, I take regular breaks.;Yes, regular breaks.;;;0.750001;1.0;1.0
1497;1497;1497;Do you work in a co-working space?;{};;;GPT-4 generated;0,000001;0,000001;No, I work from home.;No, I work from home.;;Binary Choice;Lifestyle;0.0;;No, I work from home.;No, I do not work in a co-working space.;;;0.250001;1.0;0.0
1498;1498;1498;Do you freelance?;{};;;GPT-4 generated;0,000001;0,000001;No, I don't freelance.;No, I do not freelance.;;Binary Choice;Lifestyle;0.0;;Yes, I freelance.;No, I do not freelance.;;;1.0;0.0;0.750001
1499;1499;1499;Do you enjoy company retreats?;{};;;GPT-4 generated;0,000001;0,000001;Yes, they're a great team-building experience!;Yes, quite jolly good fun, really.;;Binary Choice;Lifestyle;0.0;;Yes, I enjoy company retreats.;Yes, I enjoy company retreats.;;;0.750001;0.750001;0.0
1500;1500;1500;Do you have an office best friend?;{};;;GPT-4 generated;0,000001;0,000001;No, I work alone.;No, I work alone, mate.;;Binary Choice;Lifestyle;0.0;;Yes, I have an office best friend.;No, I do not have an office best friend.;;;0.250001;0.0;0.0
1501;1501;1501;Who is the head of government?;{};;;GPT-4 generated;0,000001;0,000001;The President of the United States.;The Prime Minister.;;Binary Choice;Media & Technology;0.0;;The head of government is the President.;Theresa May.;;;0.250001;0.250001;1.0
1502;1502;1502;Do you have a family recipe that's been passed down through generations?;{};;;GPT-4 generated;0,000001;0,000001;Yes, secret apple pie recipe, yum!;Yes, a secret family treasure indeed!;;Binary Choice;Lifestyle;0.0;;Yes, I have a family recipe.;Yes, scones with clotted cream.;;;0.0;0.750001;0.0
1503;1503;1503;How often do you have family dinners together?;{};;;GPT-4 generated;0,000001;0,000001;Not often, maybe once a week.;Every Sunday, without fail, darling.;;Ordinal Scale;Lifestyle;0.0;;Often, as a family.;Regularly, as a family.;;;0.250001;0.250001;1.0
1504;1504;1504;Do you and your partner have a favorite dish you cook together?;{};;;GPT-4 generated;0,000001;0,000001;Yes, we love making tacos together!;Yes, we love making roast dinner!;;Binary Choice;Lifestyle;0.0;;Yes, we love cooking fried chicken.;Yes, roast beef and Yorkshire pudding.;;;0.750001;0.500001;1.0
1505;1505;1505;Did your family introduce you to any cultural dishes growing up?;{};;;GPT-4 generated;0,000001;0,000001;Yes, lots of delicious food!;Yes, lots of delicious traditional food.;;Binary Choice;Lifestyle;0.0;;Yes, my family introduced me to cultural dishes.;Yes, traditional English tea.;;;0.250001;0.250001;0.0
1506;1506;1506;Do family celebrations revolve around a particular meal or dish in your household?;{};;;GPT-4 generated;0,000001;0,000001;Yes, Thanksgiving is all about turkey.;Yes, roast dinner on Sundays.;;Binary Choice;Lifestyle;0.0;;Yes, usually.;Yes, roast dinner.;;;0.750001;0.0;1.0
1507;1507;1507;Do you teach your children (or younger family members) how to cook?;{};;;GPT-4 generated;0,000001;0,000001;Yes, it's an important life skill.;Yes, it's a jolly good idea!;;Binary Choice;Lifestyle;0.0;;Yes, we teach them.;Yes, we do.;;;0.750001;0.250001;1.0
1508;1508;1508;Who is the best cook in your family?;{};;;GPT-4 generated;0,000001;0,000001;My grandma, hands down!;Mum, hands down. She's brilliant.;;Ordinal Scale;Lifestyle;0.0;;Grandma's the best cook.;Granny's the best cook.;;;0.250001;0.250001;0.0
1509;1509;1509;Do you have any fond memories associated with a particular food and a family member?;{};;;GPT-4 generated;0,000001;0,000001;Thanksgiving turkey with grandma's stuffing.;Sunday roast with grandma.;;Likert Scale;Lifestyle;0.0;;Yes, apple pie with grandma.;Yes, scones with my grandma.;;;0.0;0.250001;1.0
1510;1510;1510;Do you and your partner have a favorite restaurant where you celebrate anniversaries or special occasions?;{};;;GPT-4 generated;0,000001;0,000001;Yeah, we love going to Olive Garden!;Yes, we adore The Ivy Brasserie.;;Binary Choice;Lifestyle;0.0;;Yes, we do.;Yes, we do.;;;0.250001;0.250001;0.250001
1511;1511;1511;How do you accommodate family members with dietary restrictions during family gatherings?;{};;;GPT-4 generated;0,000001;0,000001;Offer alternative dishes, communicate, and plan.;Offer alternative dishes, communicate dietary needs.;;Ordinal Scale;Lifestyle;0.0;;Respect their choices.;Respect their preferences.;;;0.250001;0.0;0.250001
1512;1512;1512;Do you ever recreate dishes you've enjoyed at family events?;{};;;GPT-4 generated;0,000001;0,000001;Yes, all the time! Love it!;Yes, quite often, jolly good fun!;;Binary Choice;Lifestyle;0.0;;Yes, often recreate.;Yes, often recreate dishes.;;;0.750001;0.750001;0.750001
1513;1513;1513;How important is it for your partner to share similar food preferences with you?;{};;;GPT-4 generated;0,000001;0,000001;Not important, but it's nice.;Not crucial, but it helps.;;Likert Scale;Lifestyle;0.0;;Not very important.;Quite important.;;;0.250001;0.500001;1.0
1514;1514;1514;Do you have a family tradition related to food for certain holidays?;{};;;GPT-4 generated;0,000001;0,000001;Yes, we have a Thanksgiving feast.;Yes, we have a roast dinner.;;Binary Choice;Lifestyle;0.0;;Yes, we do.;Yes, traditional English tea.;;;0.0;0.750001;1.0
1515;1515;1515;Have you and a family member ever taken a cooking class together?;{};;;GPT-4 generated;0,000001;0,000001;No, never taken a cooking class.;Yes, we have. It was delightful.;;Binary Choice;Lifestyle;0.0;;No, never.;No, I haven't.;;;0.0;0.750001;0.750001
1516;1516;1516;How do you feel about partners having separate meals due to differing tastes?;{};;;GPT-4 generated;0,000001;0,000001;It's all about personal preference, dude.;Absolutely fine, each to their own!;;Likert Scale;Lifestyle;0.0;;Acceptable, but communication key.;Acceptable, but not ideal.;;;0.250001;0.0;0.0
1517;1517;1517;Does your family have a signature dish that everyone loves?;{};;;GPT-4 generated;0,000001;0,000001;Yes, grandma's famous apple pie!;Yes, we make a mean roast!;;Binary Choice;Lifestyle;0.0;;Yes, we do.;Yes, roast beef.;;;0.750001;0.0;1.0
1518;1518;1518;Have you ever cooked a surprise meal for a loved one?;{};;;GPT-4 generated;0,000001;0,000001;Yes, I have cooked surprise meals.;Yes, quite a few times, love.;;Binary Choice;Lifestyle;0.0;;Yes, I have.;Yes, I have.;;;0.750001;0.750001;0.0
1519;1519;1519;Do you and your family members have any food rituals (like Sunday brunch)?;{};;;GPT-4 generated;0,000001;0,000001;Yes, we have Sunday brunch tradition.;Yes, we have Sunday roast dinner.;;Likert Scale;Lifestyle;0.0;;Yes, we do.;Yes, Sunday roast.;;;1.0;0.250001;0.0
1520;1520;1520;How do you share the responsibilities of cooking in your household?;{};;;GPT-4 generated;0,000001;0,000001;We take turns cooking every night.;We take turns cooking each night.;;Ordinal Scale;Lifestyle;0.0;;I am an AI language model and do not have a culture or personal experiences. However, in general, households can share cooking responsibilities by dividing tasks and creating a schedule that works for everyone.;Traditional gender roles.;;;0.0;0.250001;0.0
1521;1521;1521;Have you ever traveled with family or a partner specifically for a food experience?;{};;;GPT-4 generated;0,000001;0,000001;Yes, it was absolutely delicious!;Yes, jolly good food adventures, indeed!;;Binary Choice;Lifestyle;0.0;;Yes, I have.;Yes, I have.;;;0.250001;0.250001;0.0
1522;1522;1522;Does your family have a story or legend related to a specific food?;{};;;GPT-4 generated;0,000001;0,000001;Apple pie, a symbol of America.;Yes, we have a pudding tale.;;Binary Choice;Lifestyle;0.0;;Yes, we do.;Yes, scones.;;;0.0;0.0;1.0
1523;1523;1523;How do you handle conflicts with family or partners when it comes to food choices?;{};;;GPT-4 generated;0,000001;0,000001;Compromise and communicate to find solutions.;Compromise and polite communication is key.;;Ordinal Scale;Lifestyle;0.0;;Communicate openly, compromise, respect boundaries.;Respectfully discuss.;;;0.500001;0.750001;1.0
1524;1524;1524;Do you think sharing similar food preferences strengthens a relationship?;{};;;GPT-4 generated;0,000001;0,000001;Yes, food brings people closer together.;Absolutely, it's a jolly good bond!;;Likert Scale;Lifestyle;0.0;;Yes, it does.;Yes, it does.;;;0.500001;0.250001;0.0
1525;1525;1525;What is the national animal of my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Bald eagle.;Lion.;;Quiz question;Media & Technology;0.0;;Bald eagle.;LION.;;;1.0;1.0;1.0
1526;1526;1526;What is the name of the patron saint of my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;No patron saint.;St. George.;;Quiz question;Media & Technology;0.0;;Saint Patrick.;Saint George.;;;1.0;0.0;0.0
1527;1527;1527;What are the colors typically found on my country's flag?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Red, white, and blue.;Red, white, and blue.;;Quiz question;Media & Technology;0.0;;Red, white, blue.;Red, white, and blue.;;;1.0;1.0;0.0
1528;1528;1528;What is the population of my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;328 million.;Around 67 million people.;;Quiz question;Media & Technology;0.0;;USA population: 331 million.;I'm sorry, I am not able to answer that question as it is not specified what country you are referring to.;;;0.0;0.250001;1.0
1529;1529;1529;How many land borders does my country have? With which neighboring countries?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Two. Canada, Mexico.;Two. Ireland, Scotland.;;Quiz question;Media & Technology;0.0;;4. Canada, Mexico, and China.;1. England: Scotland, Wales, Ireland.;;;0.250001;0.250001;0.0
1530;1530;1530;What was the previous capital city of my country before its current capital?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;New York City.;Edinburgh, Scotland.;;Quiz question;Media & Technology;0.0;;Boston.;London.;;;0.0;0.0;1.0
1531;1531;1531;Who is the current monarch of my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;There is no monarch.;Queen Elizabeth II.;;Quiz question;Media & Technology;0.0;;Queen Elizabeth II.;Queen Elizabeth II.;;;1.0;0.0;1.0
1532;1532;1532;When is the national day of my country typically celebrated?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;July 4th.;St. George's Day, April 23rd.;;Quiz question;Media & Technology;0.0;;4th of July.;St. Patrick's Day.;;;0.0;1.0;0.0
1533;1533;1533;Which anthem is typically used when my country is represented at sporting events?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;"""The Star-Spangled Banner.""";"""God Save the Queen.""";;Quiz question;Media & Technology;0.0;;"""The Star-Spangled Banner""";God Save the Queen.;;;1.0;1.0;1.0
1534;1534;1534;How many administrative divisions are there in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;50 states, 1 federal district.;Four.;;Quiz question;Media & Technology;0.0;;50 states.;Four.;;;1.0;0.750001;1.0
1535;1535;1535;"Which artist from my country sang ""Shape of You"" and ""Perfect""?";{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Ed Sheeran.;Ed Sheeran.;;Quiz question;Lifestyle;0.0;;Ed Sheeran.;Ed Sheeran.;;;1.0;1.0;1.0
1536;1536;1536;What is the city of origin for the Beatles?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Liverpool, England.;Liverpool, England.;;Quiz question;Lifestyle;0.0;;Liverpool, England.;Liverpool.;;;1.0;1.0;0.0
1537;1537;1537;In which country was the birthplace of Freddie Mercury located?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Tanzania, East Africa.;Tanzania, East Africa.;;Quiz question;Lifestyle;0.0;;Zanzibar, Tanzania.;Zanzibar, Tanzania.;;;0.500001;0.250001;0.0
1538;1538;1538;Which singer from England was born in London and passed away in 2016?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;David Bowie.;David Bowie.;;Quiz question;Lifestyle;0.0;;David Bowie.;David Bowie.;;;1.0;1.0;1.0
1539;1539;1539;What is the name of the member known as Ginger Spice in the Spice Girls?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Geri Halliwell.;Geri Halliwell.;;Quiz question;Lifestyle;0.0;;Ginger Spice's name is Geri Halliwell.;Ginger Spice's name is Geri Halliwell.;;;0.250001;0.500001;0.0
1540;1540;1540;What is the real name of the famous musician Elton John?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Reginald Kenneth Dwight.;Reginald Kenneth Dwight.;;Quiz question;Lifestyle;0.0;;Sir Elton Hercules John.;Sir Elton Hercules John.;;;0.250001;0.250001;0.0
1541;1541;1541;Who is the lead singer of the band Coldplay?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Chris Martin.;Chris Martin.;;Quiz question;Lifestyle;0.0;;Chris Martin.;Chris Martin.;;;1.0;1.0;1.0
1542;1542;1542;In which city were Liam and Noel Gallagher born?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Manchester, England.;Manchester, England.;;Quiz question;Lifestyle;0.0;;Manchester, England.;Manchester.;;;1.0;1.0;0.0
1543;1543;1543;In which country is the location of Glastonbury situated?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;United Kingdom.;United Kingdom.;;Quiz question;Lifestyle;0.0;;England.;England.;;;0.250001;0.250001;0.0
1544;1544;1544;Which city hosts the BoomTown festival?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Winchester, England.;Winchester, Hampshire.;;Quiz question;Lifestyle;0.0;;Nashville, Tennessee.;BoomTown festival: Bristol, UK.;;;0.0;0.0;0.0
1545;1545;1545;In which country was the birthplace of J.R.R. Tolkien, the author of the Hobbit and Lord of the Rings, located?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;South Africa.;South Africa.;;Quiz question;Social Dynamics;0.0;;England.;Birmingham, England.;;;0.0;0.0;0.0
1546;1546;1546;Which famous author wrote the novel Oliver Twist in English?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Charles Dickens.;Charles Dickens.;;Quiz question;Social Dynamics;0.0;;Charles Dickens.;Charles Dickens.;;;1.0;1.0;1.0
1547;1547;1547;In which city was a famous playwright born?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;New York City.;Stratford-upon-Avon.;;Quiz question;Social Dynamics;0.0;;William Shakespeare. London.;William Shakespeare. London.;;;0.0;0.0;1.0
1548;1548;1548;Which famous female author is buried in the national cathedral of my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Helen Keller.;Jane Austen.;;Quiz question;Social Dynamics;0.0;;Edith Wharton.;Virginia Woolf.;;;0.0;0.0;0.0
1549;1549;1549;What was the pen name used by the novelist and critic Eric Arthur Blair in my country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;George Orwell.;George Orwell.;;Quiz question;Social Dynamics;0.0;;George Orwell.;George Orwell.;;;1.0;1.0;1.0
1550;1550;1550;Which book series, regardless of the country, is considered the best-selling book series of all time?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Harry Potter.;Harry Potter.;;Quiz question;Social Dynamics;0.0;;Harry Potter.;Harry Potter.;;;1.0;1.0;0.0
1551;1551;1551;In which country does the fictional character Sherlock Holmes reside?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;United Kingdom.;United Kingdom.;;Quiz question;Social Dynamics;0.0;;London, England.;London, England.;;;0.250001;0.0;0.0
1552;1552;1552;In which city was the birthplace of Charles Darwin located?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Shrewsbury, England.;Shrewsbury, England.;;Quiz question;Social Dynamics;0.0;;London, England.;Shrewsbury, England.;;;1.0;0.0;0.0
1553;1553;1553;In which city was the first free library established in a country?;{};;;GPT / https://www.beelovedcity.com/england-quiz;0,000001;0,000001;Philadelphia, Pennsylvania.;Manchester, England.;;Quiz question;Social Dynamics;0.0;;Boston, Massachusetts.;Manchester, England.;;;1.0;0.0;ukGT_usGT_score
